Title,SearchName,Number,Transcript,Speaker,Line,LineEnd,MatchId,URL,Before Match,Text,After Match,Target word,Target word start,Target word end,Target phonemes,Target orthography,Target segment,Target segment start,Target segment end
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,11,CB01interview2.eaf,Barbara Johnstone,621.492,624.1560000000001,g_353;em_12_108894;n_3098298-n_3098300;p_146;#=es_1_1771122;prefix=0011-;[0]=ew_0_690276;[1]=ew_0_690276,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690276,argument,about,something,about,622.262,622.472,@b6t,about,6,622.342,622.442
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,12,CB01interview2.eaf,Barbara Johnstone,714.653,717.42,g_353;em_12_108948;n_3098351-n_4585025;p_146;#=es_1_1771433;prefix=0012-;[0]=ew_0_690597;[1]=ew_0_690597,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690597,go,out,to,out,716.863,717.003,6t,out,6,716.863,716.9730000000001
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,13,CB01interview2.eaf,Barbara Johnstone,818.94,823.492,g_353;em_12_109008;n_3098401-n_4585039;p_146;#=es_1_1771601;prefix=0013-;[0]=ew_0_690927;[1]=ew_0_690927,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_690927,go,out,for,out,823.1400000000001,823.2800000000001,6t,out,6,823.1400000000001,823.25
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,14,CB01interview2.eaf,Barbara Johnstone,903.2620000000001,905.801,g_353;em_12_109060;n_3098451-n_4585069;p_146;#=es_1_1771821;prefix=0014-;[0]=ew_0_691205;[1]=ew_0_691205,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691205,been,downtown,on,downtown,904.8219999999999,905.2819999999999,d6nt6n,downtown,6,904.872,905.012
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,15,CB01interview2.eaf,Barbara Johnstone,903.2620000000001,905.801,g_353;em_12_109060;n_3098451-n_4585069;p_146;#=es_1_1771824;prefix=0015-;[0]=ew_0_691205;[1]=ew_0_691205,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691205,been,downtown,on,downtown,904.8219999999999,905.2819999999999,d6nt6n,downtown,6,905.1419999999999,905.232
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,16,CB01interview2.eaf,Barbara Johnstone,992.763,995.977,g_353;em_12_109122;n_3098513-n_3098515;p_146;#=es_1_1772036;prefix=0016-;[0]=ew_0_691513;[1]=ew_0_691513,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691513,next,town,over,town,995.443,995.663,t6n,town,6,995.503,995.623
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,17,CB01interview2.eaf,Barbara Johnstone,1014.442,1015.996,g_353;em_12_109131;n_3098521-n_3098523;p_146;#=es_1_1772055;prefix=0017-;[0]=ew_0_691585;[1]=ew_0_691585,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691585,no,downtown,Cranberry,downtown,1014.942,1015.322,d6nt6n,downtown,6,1014.982,1015.102
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,18,CB01interview2.eaf,Barbara Johnstone,1014.442,1015.996,g_353;em_12_109131;n_3098521-n_3098523;p_146;#=es_1_1772058;prefix=0018-;[0]=ew_0_691585;[1]=ew_0_691585,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691585,no,downtown,Cranberry,downtown,1014.942,1015.322,d6nt6n,downtown,6,1015.222,1015.282
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,19,CB01interview2.eaf,Barbara Johnstone,1021.783,1024.603,g_353;em_12_109137;n_3098527-n_3098529;p_146;#=es_1_1772092;prefix=0019-;[0]=ew_0_691606;[1]=ew_0_691606,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691606,a,town,before,town,1022.883,1023.253,t6n,town,6,1023.033,1023.203
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,20,CB01interview2.eaf,Barbara Johnstone,1125.45,1128.108,g_353;em_12_109203;n_3098585-n_4585124;p_146;#=es_1_1772294;prefix=0020-;[0]=ew_0_691997;[1]=ew_0_691997,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview2.eaf#ew_0_691997,what,about,sports ?,about,1125.56,1125.77,@b6t,about,6,1125.6200000000001,1125.73
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,21,CB01interview3.eaf,Barbara Johnstone,0.339,2.524,g_354;em_12_109241;n_3103503-n_3103505;p_146;#=es_1_1772415;prefix=0021-;[0]=ew_0_692149;[1]=ew_0_692149,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_692149,questions,about,you,about,1.339,1.629,@b6t,about,6,1.429,1.599
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,22,CB01interview3.eaf,Barbara Johnstone,409.175,413.831,g_354;em_12_109478;n_3103725-n_3103727;p_146;#=es_1_1773444;prefix=0022-;[0]=ew_0_693402;[1]=ew_0_693402,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_693402,find,out,whether,out,410.39500000000004,410.52500000000003,6t,out,6,410.39500000000004,410.495
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,23,CB01interview3.eaf,Barbara Johnstone,478.696,486.422,g_354;em_12_109528;n_3103771-n_3103773;p_146;#=es_1_1773695;prefix=0023-;[0]=ew_0_693669;[1]=ew_0_693669,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview3.eaf#ew_0_693669,changed,about,Pittsburgh .,about,481.86600000000004,482.10600000000005,@b6t,about,6,481.946,482.076
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,24,CB01interview4.eaf,Barbara Johnstone,0.659,4.639,g_355;em_12_109558;n_3106825-n_4585247;p_146;#=es_1_1773825;prefix=0024-;[0]=ew_0_693809;[1]=ew_0_693809,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_693809,questions,about,s~,about,1.009,1.419,@b6t,about,6,1.089,1.3090000000000002
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,25,CB01interview4.eaf,Barbara Johnstone,0.659,4.639,g_355;em_12_109558;n_3106825-n_4585247;p_146;#=es_1_1773843;prefix=0025-;[0]=ew_0_693813;[1]=ew_0_693813,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_693813,specifically,about,language,about,2.5389999999999997,2.7889999999999997,@b6t,about,6,2.6189999999999998,2.7590000000000003
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,26,CB01interview4.eaf,Barbara Johnstone,223.977,227.802,g_355;em_12_109692;n_3106945-n_4585297;p_146;#=es_1_1774655;prefix=0026-;[0]=ew_0_694490;[1]=ew_0_694490,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_694490,figure,out,what,out,224.467,224.537,6t,out,6,224.467,224.507
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,27,CB01interview4.eaf,Barbara Johnstone,475.329,479.01300000000003,g_355;em_12_109871;n_3107111-n_4585354;p_146;#=es_1_1775380;prefix=0027-;[0]=ew_0_695373;[1]=ew_0_695373,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695373,ideas,about,,about,478.719,478.979,@b6t,about,6,478.829,478.949
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,28,CB01interview4.eaf,Barbara Johnstone,503.273,505.625,g_355;em_12_109886;n_3107125-n_4585360;p_146;#=es_1_1775511;prefix=0028-;[0]=ew_0_695440;[1]=ew_0_695440,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695440,written,down,anyplace ?,down,504.64300000000003,504.903,d6n,down,6,504.69300000000004,504.863
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,29,CB01interview4.eaf,Barbara Johnstone,518.66,522.479,g_355;em_12_109899;n_3107137-n_4585366;p_146;#=es_1_1775534;prefix=0029-;[0]=ew_0_695483;[1]=ew_0_695483,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695483,that's,about,it .,about,518.6899999999999,519.02,@b6t,about,6,518.86,518.9699999999999
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,30,CB01interview4.eaf,Barbara Johnstone,533.803,536.907,g_355;em_12_109916;n_3107155-n_4585372;p_146;#=es_1_1775696;prefix=0030-;[0]=ew_0_695547;[1]=ew_0_695547,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695547,find,out,why,out,536.3629999999999,536.513,6t,out,6,536.3629999999999,536.483
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,31,CB01interview4.eaf,Barbara Johnstone,573.125,579.44,g_355;em_12_109947;n_3107181-n_4585374;p_146;#=es_1_1775884;prefix=0031-;[0]=ew_0_695706;[1]=ew_0_695706,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695706,to,Town,,Town,578.905,579.355,t6n,town,6,579.055,579.245
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,32,CB01interview4.eaf,Barbara Johnstone,641.927,651.793,g_355;em_12_109984;n_3107213-n_4585386;p_146;#=es_1_1776124;prefix=0032-;[0]=ew_0_695958;[1]=ew_0_695958,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_695958,talked,about,,about,651.567,651.767,@b6t,about,6,651.6270000000001,651.737
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,33,CB01interview4.eaf,Barbara Johnstone,681.542,684.59,g_355;em_12_110014;n_3107245-n_4585398;p_146;#=es_1_1776266;prefix=0033-;[0]=ew_0_696082;[1]=ew_0_696082,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696082,how,about,,about,684.282,684.472,@b6t,about,6,684.342,684.442
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,34,CB01interview4.eaf,Barbara Johnstone,690.38,692.3870000000001,g_355;em_12_110021;n_3107253-n_4585402;p_146;#=es_1_1776276;prefix=0034-;[0]=ew_0_696101;[1]=ew_0_696101,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696101,what,about,a,about,690.51,690.6899999999999,@b6t,about,6,690.58,690.66
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,35,CB01interview4.eaf,Barbara Johnstone,701.342,703.077,g_355;em_12_110026;n_3107257-n_4585404;p_146;#=es_1_1776318;prefix=0035-;[0]=ew_0_696148;[1]=ew_0_696148,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696148,know,about,it,about,702.202,702.3919999999999,@b6t,about,6,702.282,702.362
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,36,CB01interview4.eaf,Barbara Johnstone,735.583,737.0210000000001,g_355;em_12_110047;n_3107277-n_4585412;p_146;#=es_1_1776488;prefix=0036-;[0]=ew_0_696266;[1]=ew_0_696266,https://apls.pitt.edu/labbcat/transcript?transcript=CB01interview4.eaf#ew_0_696266,what,about,Pittsburgh ?,about,735.7429999999999,735.913,@b6t,about,6,735.823,735.853
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,37,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927223;prefix=0037-;[0]=ew_0_878811;[1]=ew_0_878811,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878811,them,out,loud,out,0.728,0.988,6t,out,6,0.728,0.958
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,38,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927226;prefix=0038-;[0]=ew_0_878812;[1]=ew_0_878812,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878812,out,loud,read,loud,0.988,1.288,l6d,loud,6,1.058,1.258
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,39,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927241;prefix=0039-;[0]=ew_0_878817;[1]=ew_0_878817,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878817,words,out,loud,out,1.978,2.158,6t,out,6,1.978,2.128
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,40,CB05pairs.eaf,Barbara Johnstone,0.008,7.47,g_460;em_12_141658;n_3508855-n_4611533;p_146;#=es_1_1927244;prefix=0040-;[0]=ew_0_878818;[1]=ew_0_878818,https://apls.pitt.edu/labbcat/transcript?transcript=CB05pairs.eaf#ew_0_878818,out,loud,or,loud,2.218,2.478,l6d,loud,6,2.318,2.448
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,41,CB08interview1.eaf,Barbara Johnstone,44.910000000000004,46.086,g_474;em_12_144452;n_3535671-n_3536243;p_146;#=es_1_1890096;prefix=0041-;[0]=ew_0_895629;[1]=ew_0_895629,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_895629,been,out,here,out,45.11,45.309999999999995,6t,out,6,45.11,45.279999999999994
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,42,CB08interview1.eaf,Barbara Johnstone,397.846,405.072,g_474;em_12_144617;n_3536335-n_4594495;p_146;#=es_1_1890526;prefix=0042-;[0]=ew_0_896642;[1]=ew_0_896642,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_896642,got,out,of,out,404.116,404.216,6t,out,6,404.116,404.186
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,43,CB08interview1.eaf,Barbara Johnstone,718.133,724.17,g_474;em_12_144783;n_3536445-n_3540415;p_146;#=es_1_1890897;prefix=0043-;[0]=ew_0_897583;[1]=ew_0_897583,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_897583,a,house,yeah,house,723.7030000000001,724.023,h6s,house,6,723.903,723.943
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,44,CB08interview1.eaf,Barbara Johnstone,812.3580000000001,813.153,g_474;em_12_144825;n_3536465-n_3536467;p_146;#=es_1_1891007;prefix=0044-;[0]=ew_0_897898;[1]=ew_0_897898,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview1.eaf#ew_0_897898,,out,to,out,812.448,812.598,6t,out,6,812.448,812.558
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,45,CB08interview2.eaf,Barbara Johnstone,6.797,11.09,g_475;em_12_144939;n_3540436-n_4594610;p_146;#=es_1_1891515;prefix=0045-;[0]=ew_0_898511;[1]=ew_0_898511,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_898511,from ?,how'd,you,how'd,9.527,9.737,h6d,how'd,6,9.607,9.677
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,46,CB08interview2.eaf,Barbara Johnstone,382.264,384.617,g_475;em_12_145130;n_3540592-n_4594672;p_146;#=es_1_1891857;prefix=0046-;[0]=ew_0_899591;[1]=ew_0_899591,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_899591,what,about,the,about,382.504,382.834,@b6t,about,6,382.61400000000003,382.754
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,47,CB08interview2.eaf,Barbara Johnstone,824.038,827.083,g_475;em_12_145360;n_3540774-n_3540776;p_146;#=es_1_1892317;prefix=0047-;[0]=ew_0_900906;[1]=ew_0_900906,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_900906,the,town,I,town,825.458,825.8580000000001,t6n,town,6,825.588,825.808
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,48,CB08interview2.eaf,Barbara Johnstone,1082.21,1085.555,g_475;em_12_145552;n_3540940-n_4594759;p_146;#=es_1_1892895;prefix=0048-;[0]=ew_0_901837;[1]=ew_0_901837,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_901837,laid,out,,out,1085.1200000000001,1085.42,6t,out,6,1085.1200000000001,1085.39
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,49,CB08interview2.eaf,Barbara Johnstone,1088.08,1090.455,g_475;em_12_145556;n_3540946-n_4594761;p_146;#=es_1_1892933;prefix=0049-;[0]=ew_0_901853;[1]=ew_0_901853,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview2.eaf#ew_0_901853,made,out,of,out,1089.97,1090.09,6t,out,6,1089.97,1090.06
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,50,CB08interview3.eaf,Barbara Johnstone,0.0,7.22,g_476;em_12_145680;n_3547168-n_4594809;p_146;#=es_1_1893296;prefix=0050-;[0]=ew_0_902467;[1]=ew_0_902467,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_902467,questions,about -,um -,about -,2.59,2.83,@b6t,about,6,2.67,2.8
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,51,CB08interview3.eaf,Barbara Johnstone,79.293,82.18,g_476;em_12_145720;n_3547206-n_3547208;p_146;#=es_1_1893481;prefix=0051-;[0]=ew_0_902705;[1]=ew_0_902705,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_902705,what,about,the,about,79.433,79.653,@b6t,about,6,79.49300000000001,79.60300000000001
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,52,CB08interview3.eaf,Barbara Johnstone,352.946,355.846,g_476;em_12_145865;n_3547336-n_4594888;p_146;#=es_1_1893882;prefix=0052-;[0]=ew_0_903571;[1]=ew_0_903571,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_903571,what,about,the,about,353.386,353.596,@b6t,about,6,353.466,353.516
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,53,CB08interview3.eaf,Barbara Johnstone,446.84000000000003,450.433,g_476;em_12_145912;n_3547380-n_3547382;p_146;#=es_1_1894026;prefix=0053-;[0]=ew_0_903869;[1]=ew_0_903869,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_903869,like,out,of,out,447.4,447.54999999999995,6t,out,6,447.4,447.52
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,54,CB08interview3.eaf,Barbara Johnstone,446.84000000000003,450.433,g_476;em_12_145912;n_3547380-n_3547382;p_146;#=es_1_1894042;prefix=0054-;[0]=ew_0_903875;[1]=ew_0_903875,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview3.eaf#ew_0_903875,like,out,of,out,448.48999999999995,448.64,6t,out,6,448.48999999999995,448.60999999999996
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,55,CB08interview4.eaf,Barbara Johnstone,0.008,5.396,g_477;em_12_146071;n_3550938-n_3550940;p_146;#=es_1_1894750;prefix=0055-;[0]=ew_0_904842;[1]=ew_0_904842,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview4.eaf#ew_0_904842,questions,about,you,about,3.178,3.378,@b6t,about,6,3.248,3.328
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,56,CB08interview4.eaf,Barbara Johnstone,0.008,5.396,g_477;em_12_146071;n_3550938-n_3550940;p_146;#=es_1_1894769;prefix=0056-;[0]=ew_0_904849;[1]=ew_0_904849,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview4.eaf#ew_0_904849,talk,about,yourself,about,4.628,4.748,@b6t,about,6,4.688,4.718
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,57,CB08interview5.eaf,Barbara Johnstone,0.008,7.58,g_478;em_12_146253;n_3552967-n_4594984;p_146;#=es_1_1895587;prefix=0057-;[0]=ew_0_905925;[1]=ew_0_905925,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview5.eaf#ew_0_905925,talk,about,and,about,1.328,1.528,@b6t,about,6,1.408,1.498
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,58,CB08interview5.eaf,Barbara Johnstone,361.36,365.855,g_478;em_12_146529;n_3553237-n_4595068;p_146;#=es_1_1896812;prefix=0058-;[0]=ew_0_907089;[1]=ew_0_907089,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview5.eaf#ew_0_907089,what,about .,r~,about .,363.65000000000003,363.88,@b6t,about,6,363.73,363.85
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,59,CB08interview5.eaf,Barbara Johnstone,422.79,430.298,g_478;em_12_146601;n_3553281-n_4595088;p_146;#=es_1_1896922;prefix=0059-;[0]=ew_0_907334;[1]=ew_0_907334,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview5.eaf#ew_0_907334,what,about,if,about,425.01000000000005,425.18,@b6t,about,6,425.08000000000004,425.14000000000004
Search results,phonemes=.*6[pbtdkgfvTDszSZhJ_mnNlrwjFHP] segment=6,60,CB08interview5.eaf,Barbara Johnstone,447.27,451.423,g_478;em_12_146614;n_3553295-n_4595094;p_146;#=es_1_1897077;prefix=0060-;[0]=ew_0_907415;[1]=ew_0_907415,https://apls.pitt.edu/labbcat/transcript?transcript=CB08interview5.eaf#ew_0_907415,what,about,a,about,448.84999999999997,449.02,@b6t,about,6,448.90999999999997,448.99
